Kood EMTAK 2008;Tegevusala tekst EMTAK 2008;Kood EMTAK 2025;Tegevusala tekst EMTAK 2025;Märkused
27901;Muude elektriseadmete tootmine;27901;Muude elektriseadmete tootmine;
27901;Muude elektriseadmete tootmine;29311;Mootorsõidukite elektri- ja elektroonikaseadmete tootmine;
27901;Muude elektriseadmete tootmine;32991;Muu mujal liigitamata tootmine;
28;Mujal liigitamata masinate ja seadmete tootmine;25;Metalltoodete tootmine, v.a masinad ja seadmed;
28;Mujal liigitamata masinate ja seadmete tootmine;26;Arvutite, elektroonika- ja optikaseadmete tootmine;
28;Mujal liigitamata masinate ja seadmete tootmine;27;Elektriseadmete tootmine;
28;Mujal liigitamata masinate ja seadmete tootmine;28;Mujal liigitamata masinate ja seadmete tootmine;
28;Mujal liigitamata masinate ja seadmete tootmine;29;Mootorsõidukite, haagiste ja poolhaagiste tootmine;
28;Mujal liigitamata masinate ja seadmete tootmine;30;Muude transpordivahendite tootmine;
281;Üldmasinate tootmine;281;Üldmasinate tootmine;
281;Üldmasinate tootmine;293;Mootorsõidukite osade ja lisaseadmete tootmine;
281;Üldmasinate tootmine;309;Mujal liigitamata transpordivahendite tootmine;
2811;Mootorite ja turbiinide tootmine, v.a õhusõidukite, mootorsõidukite ja mootorrataste mootorid;2811;Mootorite ja turbiinide tootmine, v.a õhusõidukite, mootorsõidukite ja mootorrataste mootorid;
2811;Mootorite ja turbiinide tootmine, v.a õhusõidukite, mootorsõidukite ja mootorrataste mootorid;2932;Mootorsõidukite muude osade ja lisaseadmete tootmine;
2811;Mootorite ja turbiinide tootmine, v.a õhusõidukite, mootorsõidukite ja mootorrataste mootorid;3091;Mootorrataste tootmine;
28111;Mootorite ja turbiinide tootmine, v.a õhu- ja mootorsõidukite ning mootorrataste mootorid;28111;Mootorite ja turbiinide tootmine, v.a õhusõidukite, mootorsõidukite ja mootorrataste mootorid;
28111;Mootorite ja turbiinide tootmine, v.a õhu- ja mootorsõidukite ning mootorrataste mootorid;29321;Mootorsõidukite muude osade ja lisaseadmete tootmine;
28111;Mootorite ja turbiinide tootmine, v.a õhu- ja mootorsõidukite ning mootorrataste mootorid;30911;Mootorrataste tootmine;
2812;Hüdrauliliste ja pneumaatiliste jõuseadmete tootmine;2812;Hüdrauliliste ja pneumaatiliste jõuseadmete tootmine;
28121;Hüdrauliliste ja pneumaatiliste jõuseadmete tootmine;28121;Hüdrauliliste ja pneumaatiliste jõuseadmete tootmine;
2813;Muude pumpade ja kompressorite tootmine;2813;Muude pumpade ja kompressorite tootmine;
28131;Muude pumpade ja kompressorite tootmine;28131;Muude pumpade ja kompressorite tootmine;
2814;Muude kraanide ja ventiilide tootmine;2814;Muude kraanide ja ventiilide tootmine;
28141;Muude kraanide ja ventiilide tootmine;28141;Muude kraanide ja ventiilide tootmine;
2815;Laagrite, ajamite, hammasülekannete ja ülekandeelementide tootmine;2815;Laagrite, ajamite, hammasülekannete ja ülekandeelementide tootmine;
28151;Laagrite, ajamite, hammasülekannete ja ülekandeelementide tootmine;28151;Laagrite, ajamite, hammasülekannete ja ülekandeelementide tootmine;
282;Muude üldmasinate tootmine;256;Lõike- ja tööriistade ning rauakaupade tootmine;
282;Muude üldmasinate tootmine;262;Arvutite ja arvuti välisseadmete tootmine;
282;Muude üldmasinate tootmine;282;Muude üldmasinate tootmine;
282;Muude üldmasinate tootmine;289;Muude erimasinate tootmine;
282;Muude üldmasinate tootmine;293;Mootorsõidukite osade ja lisaseadmete tootmine;
2821;Ahjude, tööstusahjude ja ahjupõletite tootmine;2821;Ahjude, tööstusahjude ja kodumajapidamises kasutatavate püsikütteseadmete tootmine;
2821;Ahjude, tööstusahjude ja ahjupõletite tootmine;2825;Tööstuslike kliimaseadmete tootmine;
28211;Ahjude, tööstusahjude ja ahjupõletite tootmine;28211;Ahjude, tööstusahjude ja kodumajapidamises kasutatavate püsikütteseadmete tootmine;
28211;Ahjude, tööstusahjude ja ahjupõletite tootmine;28251;Tööstuslike kliimaseadmete tootmine;
2822;Tõste- ja teisaldusseadmete tootmine;2822;Tõste- ja teisaldusseadmete tootmine;
28221;Tõste- ja teisaldusseadmete tootmine;28221;Tõste- ja teisaldusseadmete tootmine;
2823;Kontorimasinate ja -seadmete tootmine, v.a arvutid ja arvuti välisseadmed;2620;Arvutite ja arvuti välisseadmete tootmine;
2823;Kontorimasinate ja -seadmete tootmine, v.a arvutid ja arvuti välisseadmed;2823;Kontorimasinate ja -seadmete tootmine, v.a arvutid ja arvuti välisseadmed;
28231;Kontorimasinate ja -seadmete tootmine, v.a arvutid ja arvuti välisseadmed;26201;Arvutite ja arvuti välisseadmete tootmine;
28231;Kontorimasinate ja -seadmete tootmine, v.a arvutid ja arvuti välisseadmed;28231;Kontorimasinate ja -seadmete tootmine, v.a arvutid ja arvuti välisseadmed;
2824;Ajamiga käsi-tööriistade tootmine;2563;Tööriistade tootmine;
2824;Ajamiga käsi-tööriistade tootmine;2824;Ajamiga käsi-tööriistade tootmine;
28241;Ajamiga käsi-tööriistade tootmine;25631;Tööriistade tootmine;
28241;Ajamiga käsi-tööriistade tootmine;28241;Ajamiga käsi-tööriistade tootmine;
2825;Tööstuslike külmutus- ja ventilatsiooniseadmete tootmine;2825;Tööstuslike kliimaseadmete tootmine;
2825;Tööstuslike külmutus- ja ventilatsiooniseadmete tootmine;2932;Mootorsõidukite muude osade ja lisaseadmete tootmine;
28251;Tööstuslike külmutus- ja ventilatsiooniseadmete tootmine;28251;Tööstuslike kliimaseadmete tootmine;
28251;Tööstuslike külmutus- ja ventilatsiooniseadmete tootmine;29321;Mootorsõidukite muude osade ja lisaseadmete tootmine;
2829;Mujal liigitamata üldmasinate ja mehhanismide tootmine;2829;Mujal liigitamata üldmasinate ja mehhanismide tootmine;
2829;Mujal liigitamata üldmasinate ja mehhanismide tootmine;2893;Toiduaine-, joogi- ja tubakatööstusmasinate tootmine;
28291;Mujal liigitamata üldmasinate ja mehhanismide tootmine;28291;Mujal liigitamata üldmasinate ja mehhanismide tootmine;
28291;Mujal liigitamata üldmasinate ja mehhanismide tootmine;28931;Toiduaine-, joogi- ja tubakatööstusmasinate tootmine;
283;Põllu- ja metsamajandusmasinate tootmine;283;Põllu- ja metsamajandusmasinate tootmine;
2830;Põllu- ja metsamajandusmasinate tootmine;2830;Põllu- ja metsamajandusmasinate tootmine;
28301;Põllu- ja metsamajandusmasinate tootmine;28301;Põllumajandusmasinate tootmine;
28301;Põllu- ja metsamajandusmasinate tootmine;28302;Metsamajandusmasinate tootmine;
284;Metallistantside ja muude tööpinkide tootmine;279;Muude elektriseadmete tootmine;
284;Metallistantside ja muude tööpinkide tootmine;284;Metallistantside ja muude tööpinkide tootmine;
2841;Metallistantside tootmine;2841;Metallistantside ja muude metallitööpinkide tootmine;
28411;Metallistantside tootmine;28411;Metallistantside ja muude metallitööpinkide tootmine;
2849;Muude tööpinkide tootmine;2790;Muude elektriseadmete tootmine;
2849;Muude tööpinkide tootmine;2841;Metallistantside ja muude metallitööpinkide tootmine;
2849;Muude tööpinkide tootmine;2842;Muude tööpinkide tootmine;
28491;Muude tööpinkide tootmine;27901;Muude elektriseadmete tootmine;
28491;Muude tööpinkide tootmine;28411;Metallistantside ja muude metallitööpinkide tootmine;
28491;Muude tööpinkide tootmine;28421;Muude tööpinkide tootmine;
289;Muude erimasinate tootmine;283;Põllu- ja metsamajandusmasinate tootmine;
289;Muude erimasinate tootmine;289;Muude erimasinate tootmine;
2891;Metallurgiamasinate tootmine;2891;Metallurgiamasinate tootmine;
28911;Metallurgiamasinate tootmine;28911;Metallurgiamasinate tootmine;
2892;Kaevandus-, karjääri- ja ehitusmasinate tootmine;2830;Põllu- ja metsamajandusmasinate tootmine;
2892;Kaevandus-, karjääri- ja ehitusmasinate tootmine;2892;Kaevandus-, karjääri- ja ehitusmasinate tootmine;
28921;Kaevandus-, karjääri- ja ehitusmasinate tootmine;28301;Põllumajandusmasinate tootmine;
28921;Kaevandus-, karjääri- ja ehitusmasinate tootmine;28921;Kaevandus-, karjääri- ja ehitusmasinate tootmine;
2893;Toiduaine-, joogi- ja tubakatööstusmasinate tootmine;2893;Toiduaine-, joogi- ja tubakatööstusmasinate tootmine;
28931;Toiduaine-, joogi- ja tubakatööstusmasinate tootmine;28931;Toiduaine-, joogi- ja tubakatööstusmasinate tootmine;
2894;Tekstiili-, rõiva- ja nahatööstusmasinate tootmine;2894;Tekstiili-, rõiva- ja nahatööstusmasinate tootmine;
28941;Tekstiili-, rõiva- ja nahatööstusmasinate tootmine;28941;Tekstiili-, rõiva- ja nahatööstusmasinate tootmine;
2895;Paberi- ja papitööstusmasinate tootmine;2895;Paberi- ja papitööstusmasinate tootmine;
28951;Paberi- ja papitööstusmasinate tootmine;28951;Paberi- ja papitööstusmasinate tootmine;
2896;Plasti- ja kummitööstusmasinate tootmine;2896;Plasti- ja kummitööstusmasinate tootmine;
2896;Plasti- ja kummitööstusmasinate tootmine;2897;Kihtlisandustootmise seadmete tootmine;
28961;Plasti- ja kummitööstusmasinate tootmine;28961;Plasti- ja kummitööstusmasinate tootmine;
28961;Plasti- ja kummitööstusmasinate tootmine;28971;Kihtlisandustootmise seadmete tootmine;
2899;Mujal liigitamata erimasinate tootmine;2897;Kihtlisandustootmise seadmete tootmine;
2899;Mujal liigitamata erimasinate tootmine;2899;Mujal liigitamata erimasinate tootmine;
28991;Mujal liigitamata erimasinate tootmine;28971;Kihtlisandustootmise seadmete tootmine;
28991;Mujal liigitamata erimasinate tootmine;28991;Mujal liigitamata erimasinate tootmine;
29;Mootorsõidukite, haagiste ja poolhaagiste tootmine;29;Mootorsõidukite, haagiste ja poolhaagiste tootmine;
291;Mootorsõidukite tootmine;291;Mootorsõidukite tootmine;
2910;Mootorsõidukite tootmine;2910;Mootorsõidukite tootmine;
29101;Mootorsõidukite tootmine;29101;Mootorsõidukite tootmine;
292;"Mootorsõidukikerede tootmine; haagiste ja poolhaagiste tootmine";292;"Mootorsõidukikerede tootmine; haagiste ja poolhaagiste tootmine";
2920;"Mootorsõidukikerede tootmine; haagiste ja poolhaagiste tootmine";2920;"Mootorsõidukikerede tootmine; haagiste ja poolhaagiste tootmine";
29201;Mootorsõidukikerede tootmine;29201;Mootorsõidukikerede tootmine;
29202;Haagiste, poolhaagiste ning konteinerite tootmine;29202;Haagiste, poolhaagiste ning konteinerite tootmine;
293;Mootorsõidukite osade ja lisaseadmete tootmine;293;Mootorsõidukite osade ja lisaseadmete tootmine;
2931;Mootorsõidukite elektri- ja elektroonikaseadmete tootmine;2931;Mootorsõidukite elektri- ja elektroonikaseadmete tootmine;
29311;Mootorsõidukite elektri- ja elektroonikaseadmete tootmine;29311;Mootorsõidukite elektri- ja elektroonikaseadmete tootmine;
2932;Mootorsõidukite muude osade ja lisaseadmete tootmine;2932;Mootorsõidukite muude osade ja lisaseadmete tootmine;
29321;Mootorsõidukite muude osade ja lisaseadmete tootmine;29321;Mootorsõidukite muude osade ja lisaseadmete tootmine;
30;Muude transpordivahendite tootmine;25;Metalltoodete tootmine, v.a masinad ja seadmed;
30;Muude transpordivahendite tootmine;30;Muude transpordivahendite tootmine;
30;Muude transpordivahendite tootmine;33;Masinate ja seadmete remont, hooldus ja paigaldus;
301;Laeva- ja paadiehitus;301;Laeva- ja paadiehitus;
3011;Laevade ja ujuvkonstruktsioonide ehitus;3011;Tsiviillaevade ja -ujuvkonstruktsioonide ehitus;
3011;Laevade ja ujuvkonstruktsioonide ehitus;3013;Sõjalaevade ehitus;
30111;Laevade ehitus;30111;Tsiviillaevade ehitus;
30111;Laevade ehitus;30131;Sõjalaevade ehitus;
30112;Ujuvkonstruktsioonide ehitus;30112;Tsiviilotstarbeliste ujuvkonstruktsioonide ehitus;
3012;Lõbusõidu- ja sportpaatide ehitus;3012;Lõbusõidu- ja sportpaatide ehitus;
30121;Lõbusõidu- ja sportpaatide ehitus;30121;Lõbusõidu- ja sportpaatide ehitus;
302;Raudteevedurite ja -veeremi tootmine;302;Raudteevedurite ja -veeremi tootmine;
3020;Raudteevedurite ja -veeremi tootmine;3020;Raudteevedurite ja -veeremi tootmine;
30201;Raudteevedurite ja -veeremi tootmine;30201;Raudteevedurite ja -veeremi tootmine;
303;Õhu- ja kosmosesõidukite jms tootmine;253;Relva- ja laskemoonatootmine;
303;Õhu- ja kosmosesõidukite jms tootmine;303;Õhu- ja kosmosesõidukite jms seadmete tootmine;
3030;Õhu- ja kosmosesõidukite jms tootmine;2530;Relva- ja laskemoonatootmine;
3030;Õhu- ja kosmosesõidukite jms tootmine;3031;Tsiviilõhusõidukite ja -kosmosesõidukite jms seadmete tootmine;
3030;Õhu- ja kosmosesõidukite jms tootmine;3032;Militaarõhusõidukite ja -kosmosesõidukite jms seadmete tootmine;
30301;Õhu- ja kosmosesõidukite jms tootmine;25301;Relva- ja laskemoonatootmine;
30301;Õhu- ja kosmosesõidukite jms tootmine;30311;Tsiviilõhusõidukite ja -kosmosesõidukite jms seadmete tootmine;
30301;Õhu- ja kosmosesõidukite jms tootmine;30321;Militaarõhusõidukite ja -kosmosesõidukite jms seadmete tootmine;
304;Militaarveokite tootmine;304;Militaarveokite tootmine;
304;Militaarveokite tootmine;331;Metalltoodete ning masinate ja seadmete remont ja hooldus;
3040;Militaarveokite tootmine;3040;Militaarveokite tootmine;
3040;Militaarveokite tootmine;3318;Militaarveokite, -laevade, -paatide, -õhusõidukite ja -kosmosesõidukite remont ja hooldus;
30401;Militaarveokite tootmine, remont ja hooldus;30401;Militaarveokite tootmine;
30401;Militaarveokite tootmine, remont ja hooldus;33181;Militaarveokite, -laevade, -paatide, -õhusõidukite ja -kosmosesõidukite remont ja hooldus;
309;Mujal liigitamata transpordivahendite tootmine;309;Mujal liigitamata transpordivahendite tootmine;
3091;Mootorrataste tootmine;3091;Mootorrataste tootmine;
3091;Mootorrataste tootmine;3092;Jalgrataste ja invasõidukite tootmine;
30911;Mootorrataste tootmine;30911;Mootorrataste tootmine;
30911;Mootorrataste tootmine;30921;Jalgrataste ja invasõidukite tootmine;
3092;Jalgrataste ja invasõidukite tootmine;3092;Jalgrataste ja invasõidukite tootmine;
30921;Jalgrataste ja invasõidukite tootmine;30921;Jalgrataste ja invasõidukite tootmine;
3099;Muude mujal liigitamata transpordivahendite tootmine;3099;Muude mujal liigitamata transpordivahendite tootmine;
30991;Muude mujal liigitamata transpordivahendite tootmine;30991;Muude mujal liigitamata transpordivahendite tootmine;
31;Mööblitootmine;16;"Puidutöötlemine ning puit- ja korktoodete tootmine, v.a mööbel; õlest vm punumismaterjalist toodete tootmine";
31;Mööblitootmine;25;Metalltoodete tootmine, v.a masinad ja seadmed;
31;Mööblitootmine;31;Mööblitootmine;
310;Mööblitootmine;162;Puidust, korgist, õlest vm punumismaterjalist toodete tootmine;
310;Mööblitootmine;251;Metallkonstruktsioonide tootmine;
310;Mööblitootmine;310;Mööblitootmine;
3101;Kontori- ja kauplusemööbli tootmine;1623;Ehituspuusepa- ja tisleritoodete tootmine;
3101;Kontori- ja kauplusemööbli tootmine;2511;Metallkonstruktsioonide ja nende osade tootmine;
3101;Kontori- ja kauplusemööbli tootmine;3100;Mööblitootmine;
31011;Kontori- ja kauplusemööbli tootmine;16239;Muude ehituspuusepa- ja tisleritoodete tootmine;
31011;Kontori- ja kauplusemööbli tootmine;25111;Kokkupandavate metallehitiste tootmine;
31011;Kontori- ja kauplusemööbli tootmine;31001;Mööbli (v.a madratsite) tootmine;
3102;Köögimööbli tootmine;3100;Mööblitootmine;
31021;Köögimööbli tootmine;31001;Mööbli (v.a madratsite) tootmine;
3103;Madratsitootmine;3100;Mööblitootmine;
31031;Madratsitootmine;31002;Madratsitootmine;
3109;Muu mööbli tootmine;3100;Mööblitootmine;
31091;Mujal liigitamata mööbli tootmine;31001;Mööbli (v.a madratsite) tootmine;
31092;Mööbliosade tootmine;31001;Mööbli (v.a madratsite) tootmine;
32;Muu tootmine;22;Kummi- ja plasttoodete tootmine;
32;Muu tootmine;26;Arvutite, elektroonika- ja optikaseadmete tootmine;
32;Muu tootmine;32;Muu tootmine;
321;Väärisesemete, ehete jms toodete tootmine;321;Väärisesemete, ehete jms toodete tootmine;
3211;Müntide vermimine;3211;Müntide vermimine;
32111;Müntide vermimine;32111;Müntide vermimine;
3212;Väärisesemete jms toodete tootmine;3212;Väärisesemete jms toodete tootmine;
32121;Väärisesemete jms toodete tootmine;32121;Väärisesemete jms toodete tootmine;
3213;Juveeltoodete imitatsioonide jms tootmine;3213;Juveeltoodete imitatsioonide jms toodete tootmine;
32131;Juveeltoodete imitatsioonide jms tootmine;32131;Juveeltoodete imitatsioonide jms toodete tootmine;
322;Muusikariistade tootmine;322;Muusikariistade tootmine;
3220;Muusikariistade tootmine;3220;Muusikariistade tootmine;
32201;Muusikariistade tootmine;32201;Muusikariistade tootmine;
323;Sporditarvete tootmine;323;Sporditarvete tootmine;
323;Sporditarvete tootmine;329;Mujal liigitamata tootmine;
3230;Sporditarvete tootmine;3230;Sporditarvete tootmine;
3230;Sporditarvete tootmine;3299;Muu mujal liigitamata tootmine;
32301;Sporditarvete tootmine;32301;Sporditarvete tootmine;
32301;Sporditarvete tootmine;32991;Muu mujal liigitamata tootmine;
324;Mängude ja mänguasjade tootmine;324;Mängude ja mänguasjade tootmine;
3240;Mängude ja mänguasjade tootmine;3240;Mängude ja mänguasjade tootmine;
32401;Mängude ja mänguasjade tootmine;32401;Mängude ja mänguasjade tootmine;
325;Meditsiini- ja hambaraviinstrumentide ning materjalide tootmine;221;Kummitoodete tootmine;
325;Meditsiini- ja hambaraviinstrumentide ning materjalide tootmine;266;Kiiritus-, elektromeditsiini- ja elektroteraapiaseadmete tootmine;
325;Meditsiini- ja hambaraviinstrumentide ning materjalide tootmine;325;Meditsiini- ja hambaraviinstrumentide ning materjalide tootmine;
3250;Meditsiini- ja hambaraviinstrumentide ning materjalide tootmine;2212;Muude kummitoodete tootmine;
3250;Meditsiini- ja hambaraviinstrumentide ning materjalide tootmine;2660;Kiiritus-, elektromeditsiini- ja elektroteraapiaseadmete tootmine;
3250;Meditsiini- ja hambaraviinstrumentide ning materjalide tootmine;3250;Meditsiini- ja hambaraviinstrumentide ning materjalide tootmine;
32501;Toimetulekut parandavate ja edendavate mehaaniliste abivahendite tootmine;26601;Kiiritus-, elektromeditsiini- ja elektroteraapiaseadmete tootmine;
32501;Toimetulekut parandavate ja edendavate mehaaniliste abivahendite tootmine;32501;Hambaraviinstrumentide ning materjalide tootmine;
32502;Prillide, läätsede ja nende osade tootmine;32502;Prillide, läätsede ja nende osade tootmine;
32509;Muu meditsiini- ja hambaraviinstrumentide ning materjalide tootmine;22121;Muude kummitoodete tootmine;
32509;Muu meditsiini- ja hambaraviinstrumentide ning materjalide tootmine;26601;Kiiritus-, elektromeditsiini- ja elektroteraapiaseadmete tootmine;
32509;Muu meditsiini- ja hambaraviinstrumentide ning materjalide tootmine;32501;Hambaraviinstrumentide ning materjalide tootmine;
32509;Muu meditsiini- ja hambaraviinstrumentide ning materjalide tootmine;32509;Muude meditsiiniinstrumentide ning materjalide tootmine;
329;Mujal liigitamata tootmine;325;Meditsiini- ja hambaraviinstrumentide ning materjalide tootmine;
